"user-id"	"text"	"topic"	"thread-id"	"time"	"post-id"	"reply-to"	"reply-by"
"RichardSincer01"	"@MariaCespedesc @PCaterianoB miren esto"	"Cuestion-de-confianza"	4	"2020-08-05 18:16:43"	81	1	
"Juanchi85813975"	"@MariaCespedesc @PCaterianoB Sra, no se trata de tus ambiciones politicas, aca, se trata de la salud de los peruanos y ustedes sin querer apoyo las zancadillas de su congreso. Tiene que priorizar valores."	"Cuestion-de-confianza"	4	"2020-08-05 18:08:16"	82	1	
"Sobrevi30272146"	"@MariaCespedesc @PCaterianoB Promoverán la agricultura, el cuál tiene que tener un régimen especial para que sea rentable..."	"Cuestion-de-confianza"	4	"2020-08-05 18:07:23"	83	1	
"marantonyp"	"@MariaCespedesc @PCaterianoB miren esto"	"Cuestion-de-confianza"	4	"2020-08-05 17:54:00"	84	1	
"jorgezapatajz"	"@MariaCespedesc @PCaterianoB Aquí no deben haber buenas intenciones solamente. Un año de minería significan 100 años de agricultura. Que propone económicamente para reducir brecha? Uds se deben al pueblo, a quienes los pusieron en esa curul. Uds votaron en bloque, es que allí nadie piensa diferente?"	"Cuestion-de-confianza"	4	"2020-08-05 17:43:32"	85	1	
"Marita30706158"	"@MariaCespedesc @PCaterianoB Minería formal si y no ala minería inlegal que es la que destruye todo. hay trata de personas y prostitución"	"Cuestion-de-confianza"	4	"2020-08-05 17:39:21"	86	1	
"Oka36581454"	"@MariaCespedesc @PCaterianoB Ni molesten locos de mierda"	"Cuestion-de-confianza"	4	"2020-08-05 17:38:48"	87	1	
"ro_solorzanoG"	"@MariaCespedesc @PCaterianoB #CongresoVerguenzaNacional. Lamentable congreso, que diablos elegimos los Peruanos, un voto responsable es lo que nos falta, pero pedir esto imposible sino tenemos educación. 😭😭😭😭"	"Cuestion-de-confianza"	4	"2020-08-05 17:33:49"	88	1	
"Cdte_Gal_"	"@MariaCespedesc @PCaterianoB Buena intervención."	"Cuestion-de-confianza"	4	"2020-08-05 17:29:30"	89	1	
"gino_rt"	"@MariaCespedesc @PCaterianoB Cateriano no criticó su legitimidad, dijo que Uds no conocen el manejo de Instituciones públicas, que son un Partido religioso y piden cosas irreales; Que experiencia en el sector Público tienen? Son un grupo político-religioso? Detalle esa experiencia y su cuadro técnico, su religión influye su Propuestas?"	"Cuestion-de-confianza"	4	"2020-08-05 17:28:19"	90	1	
"abidiaztito"	"@MariaCespedesc @PCaterianoB Cuánta coherencia en su razonamiento"	"Cuestion-de-confianza"	4	"2020-08-05 17:26:24"	91	1	
"alangma"	"@MariaCespedesc @PCaterianoB Toma cateriano, eso no lo viste venir 🤭😂 Frepap cada dia va tomando más fuerza 💪🏼🦾 Pd: solo les falta un candidato presidencial sin controversias o líos."	"Cuestion-de-confianza"	4	"2020-08-05 17:22:54"	92	1	
"HelenCuray"	"@MariaCespedesc @PCaterianoB Su discurso casi profético fue la mineria era una maldición casi casi el propio satanás en persona. Ahora no lo es 🤔🤔🤔supongo se dio cuenta que con eso pagan su sueldo.Cateriano  y su banda los ha llamado""los malditos de la plaza bolivar"" ""los injertos de la plaza bolivar"""	"Cuestion-de-confianza"	4	"2020-08-05 17:17:32"	93	1	
"Daniel2986"	"@MariaCespedesc @PCaterianoB También promueven corrupción no es así? https://t.co/GWjSDN2GdS"	"Cuestion-de-confianza"	4	"2020-08-05 17:14:15"	94	1	
"Lenny_AC"	"@MariaCespedesc @PCaterianoB Deberían leer a fondo los dictámenes, y las leyes que hacen los sinvergüenza, no parecen luchar contra la corrupción. Se les ve muy dóciles. Los corruptos se pasean en sus caras. Necesitamos más acción, menos palabras."	"Cuestion-de-confianza"	4	"2020-08-05 17:09:16"	95	1	
"JerryCh46497782"	"@MariaCespedesc @esquinabaja @PCaterianoB Monjita una pregunta? Les permiten sexo anal (hetero) en la secta? Estoy pensando unirme"	"Cuestion-de-confianza"	4	"2020-08-05 17:08:29"	96	1	
"LuisCarlos2801"	"@MariaCespedesc @PCaterianoB Su partido ha metido en una crisis política al país en plena pandemia. Eso significa un profundo daño a todo lo que usted representa. El desconocimiento de cómo funcionan las instituciones es innegable, aquí no hay discriminación sólo una descripción objetiva de los hechos."	"Cuestion-de-confianza"	4	"2020-08-05 17:06:21"	97	1	
"MIJOZEVA"	"@MariaCespedesc @esquinabaja @PCaterianoB Seria bueno saber cual es su concepto de «inversion minera responsable» para validar sus creencias ... ademas tambien cree en inversion agraria responsable?"	"Cuestion-de-confianza"	4	"2020-08-05 17:06:07"	98	1	
"RGersonLC"	"@MariaCespedesc @PCaterianoB Mis respetos, señora. Espero tenga la oportunidad de explorar todas las ventajas que la minería formal puede otorgarle al Perú"	"Cuestion-de-confianza"	4	"2020-08-05 17:04:42"	99	1	"130"
"giov2000"	"@MariaCespedesc @PCaterianoB Eres una fanatica religiosa... es la verdad y no se puede negar. Quien le habrá escrito el tweet porque hilar 2 frases seguida no pueden?"	"Cuestion-de-confianza"	4	"2020-08-05 17:03:26"	100	1	
"Hola12378409418"	"@MariaCespedesc @PCaterianoB Bien dicho , ganarán miles de votos con esos tipos de expresiones"	"Cuestion-de-confianza"	4	"2020-08-05 16:58:52"	101	1	
"xTeRm0"	"@MariaCespedesc @camcesar @PCaterianoB Jajajajaja.... ese Cateriano ya quedó inmortalizado con el Chaplin de la ""luz verde""… Hasta los pescaditos lo vacilan!"	"Cuestion-de-confianza"	4	"2020-08-05 16:46:36"	102	1	
"politicaperuana"	"@MariaCespedesc @esquinabaja @PCaterianoB Ahora van a salir los troles de palacio a defender al luz verde de nadine, el sobonaso humalista, balon de odio de Cateriano."	"Cuestion-de-confianza"	4	"2020-08-05 16:43:56"	103	1	
"ETJHILTON"	"@MariaCespedesc @PCaterianoB Total pescaditos descerebrados en la pocilga del @congresoperu dijiste que la mineria es una maldición casi como un juramento lo expresarse y ahora recurres a la minería, se comprueba que la ignorancia y la idiotez es muy atrevida sobretodo en pseudos políticos @pcmperu @FREPAP_FIA"	"Cuestion-de-confianza"	4	"2020-08-05 16:43:04"	104	1	"145"
"fredy_eliot"	"@MariaCespedesc @PCaterianoB O sea la misma minería imaginaria que apoya el Frente Amplio."	"Cuestion-de-confianza"	4	"2020-08-05 16:42:00"	105	1	
"rosecito"	"@MariaCespedesc @PCaterianoB Ayy señora que rápido aprenden las mañoserias políticas, tener conciencia política es velar por todo los intereses del país, no sólo ser furgón de cola para intereses políticos o particulares, el Perú está primero 🤷‍♂️"	"Cuestion-de-confianza"	4	"2020-08-05 16:39:35"	106	1	
"PPaqola"	"@MariaCespedesc @MiguelHilarioE @PCaterianoB Que sepa hay minería con buenas prácticas pero son nuestros compatriotas que fungen de listos que trasgreden todo."	"Cuestion-de-confianza"	4	"2020-08-05 16:38:37"	107	1	
"Conny2407"	"@MariaCespedesc @PCaterianoB Con el respeto que se merece sra., le pido no se dejen manipular por esos politiqueros de siempre, creo en su buena fe, pero no es el momento que les hagan el juego, ya ve que ellos se han abstenido y como siempre la izquierda tb cae en lo mismo, los utilizan y acuerdense que hay pandemia"	"Cuestion-de-confianza"	4	"2020-08-05 16:37:52"	108	1	"128,120"
"camila70_"	"@MariaCespedesc @PCaterianoB Mineria responsable cuidando el medioambiente y a nuestros hnos para que logren desarrollarse con Educacion y Salud para todos cero pobreza en las regiones mineras"	"Cuestion-de-confianza"	4	"2020-08-05 16:37:12"	109	1	"132"
"carlosvasquezlp"	"@MariaCespedesc @esquinabaja @PCaterianoB Agarra esa flor Cateriano."	"Cuestion-de-confianza"	4	"2020-08-05 16:34:36"	110	1	
"LaMari16445930"	"@MariaCespedesc @esquinabaja @PCaterianoB En lo único que creen es en el pedofilo de vuestro líder histórico. Cuyo cuerpo putrefacto nunca despertó."	"Cuestion-de-confianza"	4	"2020-08-05 16:32:12"	111	1	"149"
"elensarte"	"@MariaCespedesc @PCaterianoB No use lo de la luz verde, si averiguan eso nace de una mentira."	"Cuestion-de-confianza"	4	"2020-08-05 16:29:34"	112	1	
"NinahuamanJose"	"@MariaCespedesc @PCaterianoB Han planteado algo contra la minería ilegal que es la que finalmente contamina más? (La minera formal también contamina y es lamentable que el estado no haga respetar las leyes y se sancione)"	"Cuestion-de-confianza"	4	"2020-08-05 16:22:59"	113	1	"129,131"
"WairaThais"	"@Alexmey7 @MariaCespedesc @PCaterianoB Centrandonos en el tema de la minería, perfectamente esta claro que puede ser favorable pero si tu no consideras en cuidar el ecosistema es destruir y contaminar parte del lugar donde se encuentran los residentes , ese es el tema central"	"Cuestion-de-confianza"	4	"2020-08-05 23:50:33"	114	67	
"sirasavi"	"@Alexmey7 @MariaCespedesc @PCaterianoB Gobierno: No aceptó donación de oxigeno del sector privado en Arequipa, convirtió las instituciones del Estado en agencia de empleo de amigos/familiares, dio dinero Reactiva Perú a empresas ODEBRECHT, miente con la cantidad de fallecidos por Covid-19 ¿Qué quiere El Ejecutivo? 👏"	"Cuestion-de-confianza"	4	"2020-08-05 23:47:33"	115	67	
"Alexmey7"	"@MariaCespedesc @PCaterianoB Si bien Cateriano se expreso de mala forma muxo tiene de verdad acerca de su partido el cual hasta el día de hoy ni siquiera está claro el problema dentro de su dirigencia, más acciones sra y no hagan los que otros hacen y al parecer se dejan llevar en sus votaciones"	"Cuestion-de-confianza"	4	"2020-08-05 19:22:00"	116	67	"114,115,116"
"mercedes220894"	"@FreddyLvsng80 @MariaCespedesc @PCaterianoB @FREPAP_FIA los del FREPAP no saben nada de nada solo tienen secundaria completa no aporta nada al congreso pero cobran mas que cualquier profesional del Perú ese el problema"	"Cuestion-de-confianza"	4	"2020-08-05 23:22:52"	117	43	"118,119"
"sirasavi"	"@mercedes220894 @FreddyLvsng80 @MariaCespedesc @PCaterianoB @FREPAP_FIA Gobierno: No aceptó donación de oxigeno del sector privado en Arequipa, convirtió las instituciones del Estado en agencia de empleo de amigos/familiares, dio dinero Reactiva Perú a empresas ODEBRECHT, miente con la cantidad de fallecidos por Covid-19 ¿Qué quiere El Ejecutivo? 👏"	"Cuestion-de-confianza"	4	"2020-08-05 23:46:15"	118	23	
"FreddyLvsng80"	"@mercedes220894 @MariaCespedesc @PCaterianoB @FREPAP_FIA La mayoría son analfabetos. Tenemos de ejemplo Beteta, Arimborgo, Ananculí. Los congresistas son representantes de cada ciudad y no necesitan ser letrados, por eso contratan asesores que chambeen por ellos. Lo malo es que contratan principiantes, que los dejan en evidencia!"	"Cuestion-de-confianza"	4	"2020-08-05 23:45:17"	119	23	"117"
"sawasqa"	"@Conny2407 @MariaCespedesc @PCaterianoB No puedes declarar respecto de entrada y luego insinuar desconocimiento. La posición política esta precisa y clara, respecto de quien da Luz Verde."	"Cuestion-de-confianza"	4	"2020-08-05 17:31:24"	120	108	
